ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,FavRank,FavOdd,GapRank,GapOdd,TotalSets,TotalWgames,TotalLgames,TotalGames,L2M
50,New York,US Open,2004-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Lee H.T.,Martin A.,74.0,58.0,6.0,4.0,7.0,6.0,6,1.0,,,,,3.0,0.0,Completed,1.833,1.833,1,0.5,16.0,0.0,3.0,13.0,10.0,23.0,0
50,New York,US Open,2004-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Kiefer N.,Saulnier C.,20.0,62.0,7.0,6.0,6.0,3.0,7,6.0,,,,,3.0,0.0,Completed,1.364,3.0,0,0.0,42.0,1.636,3.0,13.0,9.0,22.0,0
50,New York,US Open,2004-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Hrbaty D.,Kucera K.,23.0,118.0,6.0,4.0,6.0,3.0,1,6.0,5.0,7.0,6.0,4.0,3.0,2.0,Completed,1.444,2.625,0,0.0,95.0,1.181,5.0,23.0,18.0,41.0,1
50,New York,US Open,2004-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Rochus O.,Starace P.,100.0,93.0,6.0,1.0,4.0,6.0,4,6.0,6.0,0.0,6.0,3.0,3.0,2.0,Completed,1.83,1.83,1,0.5,7.0,0.0,5.0,22.0,10.0,32.0,1
50,New York,US Open,2004-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Henman T.,Golmard J.,6.0,339.0,6.0,2.0,6.0,4.0,4,6.0,7.0,6.0,,,3.0,1.0,Completed,1.167,4.5,0,0.0,333.0,3.333,4.0,19.0,12.0,31.0,1
50,New York,US Open,2004-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Tabara M.,Fish M.,149.0,28.0,6.0,3.0,3.0,6.0,1,6.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,6.5,1.1,1,1.0,121.0,5.4,5.0,21.0,15.0,36.0,1
50,New York,US Open,2004-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Sargsian S.,Massu N.,54.0,11.0,6.0,7.0,6.0,4.0,3,6.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,3.75,1.25,1,1.0,43.0,2.5,5.0,25.0,21.0,46.0,1
50,New York,US Open,2004-09-02,Grand Slam,Outdoor,Hard,2nd Round,5,Novak J.,Calatrava A.,26.0,106.0,7.0,5.0,6.0,1.0,6,3.0,,,,,3.0,0.0,Completed,1.111,6.0,0,0.0,80.0,4.889,3.0,13.0,6.0,19.0,0
50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Mathieu P.H.,Dent T.,88.0,22.0,6.0,7.0,6.0,4.0,6,3.0,7.0,6.0,,,3.0,1.0,Completed,2.75,1.4,1,1.0,66.0,1.35,4.0,19.0,17.0,36.0,1
50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Moya C.,Delic A.,4.0,245.0,6.0,2.0,3.0,6.0,6,3.0,6.0,2.0,,,3.0,1.0,Completed,1.063,8.0,0,0.0,241.0,6.937,4.0,15.0,10.0,25.0,1
50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Haas T.,Grosjean S.,45.0,13.0,6.0,4.0,6.0,4.0,1,6.0,6.0,1.0,,,3.0,1.0,Completed,1.8,1.909,1,0.0,32.0,0.1089999999999999,4.0,18.0,9.0,27.0,1
50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Robredo T.,Clement A.,19.0,66.0,6.0,3.0,6.0,3.0,3,6.0,6.0,4.0,,,3.0,1.0,Completed,1.615,2.2,0,0.0,47.0,0.5850000000000002,4.0,18.0,10.0,28.0,1
50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Koubek S.,Ferrero J.C.,97.0,8.0,7.0,6.0,4.0,6.0,6,7.0,6.0,2.0,6.0,2.0,3.0,2.0,Completed,3.0,1.364,1,1.0,89.0,1.636,5.0,23.0,16.0,39.0,1
50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Hewitt L.,Arazi H.,5.0,41.0,7.0,6.0,6.0,1.0,6,2.0,,,,,3.0,0.0,Completed,1.083,7.0,0,0.0,36.0,5.917,3.0,13.0,7.0,20.0,0
50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Mello R.,Sanchez D.,113.0,64.0,6.0,1.0,6.0,1.0,6,3.0,,,,,3.0,0.0,Completed,1.533,2.375,1,0.0,49.0,0.8420000000000001,3.0,12.0,2.0,14.0,0
50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Beck K.,Pless K.,72.0,353.0,6.0,1.0,7.0,6.0,7,5.0,,,,,3.0,0.0,Completed,1.5,2.5,0,0.0,281.0,1.0,3.0,13.0,7.0,20.0,0
50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Ketola T.,68.0,277.0,6.0,3.0,7.0,6.0,6,3.0,,,,,3.0,0.0,Completed,1.25,3.75,0,0.0,209.0,2.5,3.0,13.0,9.0,22.0,0
50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Lopez F.,Kohlschreiber P.,32.0,99.0,7.0,5.0,7.0,5.0,6,7.0,1.0,6.0,6.0,2.0,3.0,2.0,Completed,1.3,3.4,0,0.0,67.0,2.1,5.0,21.0,18.0,39.0,1
50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Peya A.,Enqvist T.,130.0,59.0,1.0,6.0,6.0,3.0,6,3.0,6.0,2.0,,,3.0,1.0,Completed,3.75,1.25,1,1.0,71.0,2.5,4.0,13.0,11.0,24.0,1
50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Davydenko N.,Soderling R.,51.0,39.0,6.0,1.0,2.0,6.0,7,5.0,6.0,4.0,,,3.0,1.0,Completed,2.5,1.5,1,1.0,12.0,1.0,4.0,14.0,11.0,25.0,1
50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Melzer J.,Spadea V.,40.0,24.0,6.0,3.0,4.0,6.0,3,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,2.25,1.571,1,1.0,16.0,0.679,5.0,22.0,16.0,38.0,1
50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Johansson J.,Gambill J.M.,30.0,77.0,6.0,4.0,7.0,5.0,7,5.0,,,,,3.0,0.0,Completed,1.25,3.75,0,0.0,47.0,2.5,3.0,13.0,9.0,22.0,0
50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Llodra M.,Seppi A.,56.0,171.0,6.0,0.0,6.0,3.0,3,6.0,6.0,3.0,,,3.0,1.0,Completed,1.5,2.5,0,0.0,115.0,1.0,4.0,18.0,6.0,24.0,1
50,New York,US Open,2004-09-03,Grand Slam,Outdoor,Hard,2nd Round,5,Youzhny M.,Nalbandian D.,38.0,9.0,6.0,7.0,6.0,4.0,7,5.0,2.0,6.0,6.0,4.0,3.0,2.0,Completed,2.375,1.533,1,1.0,29.0,0.8420000000000001,5.0,20.0,21.0,41.0,1
50,New York,US Open,2004-09-04,Grand Slam,Outdoor,Hard,2nd Round,5,Canas G.,Volandri F.,31.0,60.0,6.0,4.0,7.0,5.0,6,1.0,,,,,3.0,0.0,Completed,1.364,3.0,0,0.0,29.0,1.636,3.0,13.0,9.0,22.0,0
50,New York,US Open,2004-09-04,Grand Slam,Outdoor,Hard,2nd Round,5,Roddick A.,Nadal R.,2.0,49.0,6.0,0.0,6.0,3.0,6,4.0,,,,,3.0,0.0,Completed,1.083,7.0,0,0.0,47.0,5.917,3.0,12.0,3.0,15.0,0
50,New York,US Open,2004-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Santoro F.,1.0,34.0,6.0,0.0,6.0,4.0,7,6.0,,,,,3.0,0.0,Completed,1.04,10.0,0,0.0,33.0,8.96,3.0,12.0,4.0,16.0,0
50,New York,US Open,2004-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Rochus O.,Moya C.,100.0,4.0,4.0,6.0,6.0,4.0,6,3.0,6.0,7.0,7.0,5.0,3.0,2.0,Completed,6.0,1.111,1,1.0,96.0,4.889,5.0,23.0,22.0,45.0,1
50,New York,US Open,2004-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Hrbaty D.,Srichaphan P.,23.0,15.0,7.0,6.0,6.0,3.0,6,3.0,,,,,3.0,0.0,Completed,2.5,1.5,1,1.0,8.0,1.0,3.0,13.0,9.0,22.0,0
50,New York,US Open,2004-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Pavel A.,Lee H.T.,18.0,74.0,6.0,4.0,6.0,2.0,1,6.0,1.0,6.0,6.0,4.0,3.0,2.0,Completed,1.444,2.625,0,0.0,56.0,1.181,5.0,19.0,16.0,35.0,1
50,New York,US Open,2004-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Kiefer N.,Johansson T.,20.0,61.0,6.0,4.0,6.0,0.0,6,1.0,,,,,3.0,0.0,Completed,1.727,2.0,0,0.0,41.0,0.2729999999999999,3.0,12.0,4.0,16.0,0
50,New York,US Open,2004-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Agassi A.,Novak J.,7.0,26.0,6.0,4.0,6.0,2.0,6,3.0,,,,,3.0,0.0,Completed,1.167,4.5,0,0.0,19.0,3.333,3.0,12.0,6.0,18.0,0
50,New York,US Open,2004-09-04,Grand Slam,Outdoor,Hard,3rd Round,5,Sargsian S.,Mathieu P.H.,54.0,88.0,4.0,6.0,4.0,6.0,6,4.0,6.0,2.0,7.0,6.0,3.0,2.0,Completed,2.2,1.615,0,1.0,34.0,0.5850000000000002,5.0,21.0,20.0,41.0,1
50,New York,US Open,2004-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Henman T.,Tabara M.,6.0,149.0,4.0,6.0,6.0,3.0,5,7.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,1.125,5.5,0,0.0,143.0,4.375,5.0,22.0,16.0,38.0,1
50,New York,US Open,2004-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Haas T.,Mello R.,45.0,113.0,6.0,4.0,6.0,3.0,7,5.0,,,,,3.0,0.0,Completed,1.125,5.5,0,0.0,68.0,4.375,3.0,12.0,7.0,19.0,0
50,New York,US Open,2004-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Johansson J.,Koubek S.,30.0,97.0,6.0,7.0,7.0,6.0,6,1.0,6.0,3.0,,,3.0,1.0,Completed,1.3,3.4,0,0.0,67.0,2.1,4.0,19.0,16.0,35.0,1
50,New York,US Open,2004-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Robredo T.,Peya A.,19.0,130.0,6.0,3.0,6.0,3.0,6,2.0,,,,,3.0,0.0,Completed,1.143,5.0,0,0.0,111.0,3.857,3.0,12.0,6.0,18.0,0
50,New York,US Open,2004-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Berdych T.,Youzhny M.,68.0,38.0,2.0,6.0,6.0,1.0,6,3.0,4.0,6.0,6.0,1.0,3.0,2.0,Completed,2.375,1.533,1,1.0,30.0,0.8420000000000001,5.0,18.0,14.0,32.0,1
50,New York,US Open,2004-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Llodra M.,Melzer J.,56.0,40.0,6.0,3.0,6.0,2.0,7,5.0,,,,,3.0,0.0,Completed,2.1,1.667,1,1.0,16.0,0.433,3.0,12.0,5.0,17.0,0
50,New York,US Open,2004-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Roddick A.,Canas G.,2.0,31.0,6.0,1.0,6.0,3.0,6,3.0,,,,,3.0,0.0,Completed,1.063,8.0,0,0.0,29.0,6.937,3.0,12.0,4.0,16.0,0
50,New York,US Open,2004-09-05,Grand Slam,Outdoor,Hard,3rd Round,5,Beck K.,Davydenko N.,72.0,51.0,6.0,3.0,4.0,6.0,3,6.0,6.0,1.0,6.0,4.0,3.0,2.0,Completed,2.2,1.615,1,1.0,21.0,0.5850000000000002,5.0,22.0,14.0,36.0,1
50,New York,US Open,2004-09-06,Grand Slam,Outdoor,Hard,3rd Round,5,Hewitt L.,Lopez F.,5.0,32.0,6.0,1.0,6.0,4.0,6,2.0,,,,,3.0,0.0,Completed,1.071,7.5,0,0.0,27.0,6.429,3.0,12.0,5.0,17.0,0
50,New York,US Open,2004-09-06,Grand Slam,Outdoor,Hard,4th Round,5,Hrbaty D.,Rochus O.,23.0,100.0,2.0,6.0,3.0,6.0,6,3.0,6.0,4.0,6.0,0.0,3.0,2.0,Completed,1.444,2.625,0,0.0,77.0,1.181,5.0,17.0,16.0,33.0,1
50,New York,US Open,2004-09-06,Grand Slam,Outdoor,Hard,4th Round,5,Agassi A.,Sargsian S.,7.0,54.0,6.0,3.0,6.0,2.0,6,2.0,,,,,3.0,0.0,Completed,1.05,9.0,0,0.0,47.0,7.95,3.0,12.0,5.0,17.0,0
50,New York,US Open,2004-09-07,Grand Slam,Outdoor,Hard,4th Round,5,Hewitt L.,Beck K.,5.0,72.0,6.0,4.0,6.0,2.0,6,2.0,,,,,3.0,0.0,Completed,1.063,8.0,0,0.0,67.0,6.937,3.0,12.0,6.0,18.0,0
50,New York,US Open,2004-09-07,Grand Slam,Outdoor,Hard,4th Round,5,Haas T.,Berdych T.,45.0,68.0,7.0,6.0,6.0,1.0,7,5.0,,,,,3.0,0.0,Completed,1.286,3.5,0,0.0,23.0,2.214,3.0,13.0,7.0,20.0,0
50,New York,US Open,2004-09-08,Grand Slam,Outdoor,Hard,4th Round,5,Johansson J.,Llodra M.,30.0,56.0,6.0,2.0,6.0,3.0,6,2.0,,,,,3.0,0.0,Completed,1.4,2.75,0,0.0,26.0,1.35,3.0,12.0,5.0,17.0,0
50,New York,US Open,2004-09-08,Grand Slam,Outdoor,Hard,4th Round,5,Roddick A.,Robredo T.,2.0,19.0,6.0,3.0,6.0,2.0,6,4.0,,,,,3.0,0.0,Completed,1.063,8.0,0,0.0,17.0,6.937,3.0,12.0,5.0,17.0,0
50,New York,US Open,2004-09-09,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Agassi A.,1.0,7.0,6.0,3.0,2.0,6.0,7,5.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.36,3.0,0,0.0,6.0,1.64,5.0,17.0,18.0,35.0,1
50,New York,US Open,2004-09-09,Grand Slam,Outdoor,Hard,Quarterfinals,5,Henman T.,Hrbaty D.,6.0,23.0,6.0,1.0,7.0,5.0,5,7.0,6.0,2.0,,,3.0,1.0,Completed,1.44,2.62,0,0.0,17.0,1.1800000000000002,4.0,19.0,8.0,27.0,1
50,New York,US Open,2004-09-09,Grand Slam,Outdoor,Hard,Quarterfinals,5,Hewitt L.,Haas T.,5.0,45.0,6.0,2.0,6.0,2.0,6,2.0,,,,,3.0,0.0,Completed,1.36,3.0,0,0.0,40.0,1.64,3.0,12.0,4.0,16.0,0
50,New York,US Open,2004-09-10,Grand Slam,Outdoor,Hard,Quarterfinals,5,Johansson J.,Roddick A.,30.0,2.0,6.0,4.0,6.0,4.0,3,6.0,2.0,6.0,6.0,4.0,3.0,2.0,Completed,7.0,1.08,1,1.0,28.0,5.92,5.0,20.0,18.0,38.0,1
50,New York,US Open,2004-09-11,Grand Slam,Outdoor,Hard,Semifinals,5,Hewitt L.,Johansson J.,5.0,30.0,6.0,4.0,7.0,5.0,6,3.0,,,,,3.0,0.0,Completed,1.2,4.5,0,0.0,25.0,3.3,3.0,13.0,9.0,22.0,0
50,New York,US Open,2004-09-11,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Henman T.,1.0,6.0,6.0,3.0,6.0,4.0,6,4.0,,,,,3.0,0.0,Completed,1.22,4.33,0,0.0,5.0,3.1100000000000003,3.0,12.0,7.0,19.0,0
50,New York,US Open,2004-09-12,Grand Slam,Outdoor,Hard,The Final,5,Federer R.,Hewitt L.,1.0,5.0,6.0,0.0,7.0,6.0,6,0.0,,,,,3.0,0.0,Completed,1.36,3.2,0,0.0,4.0,1.84,3.0,13.0,6.0,19.0,0
61,Vienna,CA Tennis Trophy,2004-10-17,International Gold,Indoor,Hard,The Final,5,Lopez F.,Canas G.,31.0,26.0,6.0,4.0,1.0,6.0,7,5.0,3.0,6.0,7.0,5.0,3.0,2.0,Completed,2.37,1.53,1,1.0,5.0,0.8400000000000001,5.0,17.0,21.0,38.0,1
62,Madrid,Madrid Masters,2004-10-24,Masters,Indoor,Hard,The Final,5,Safin M.,Nalbandian D.,9.0,10.0,6.0,2.0,6.0,4.0,6,3.0,,,,,3.0,0.0,Completed,1.571,2.25,0,0.0,1.0,0.679,3.0,12.0,6.0,18.0,0
63,Basel,Swiss Indoors,2004-10-31,International,Indoor,Carpet,The Final,5,Novak J.,Nalbandian D.,20.0,10.0,5.0,7.0,6.0,3.0,6,4.0,1.0,6.0,6.0,2.0,3.0,2.0,Completed,2.75,1.4,1,1.0,10.0,1.35,5.0,18.0,18.0,36.0,1
66,Paris,BNP Paribas,2004-11-07,Masters,Indoor,Carpet,The Final,5,Safin M.,Stepanek R.,7.0,63.0,6.0,3.0,7.0,6.0,6,3.0,,,,,3.0,0.0,Completed,1.143,5.0,0,0.0,56.0,3.857,3.0,13.0,9.0,22.0,0
67,Houston,Masters Cup,2004-11-21,Masters Cup,Outdoor,Hard,The Final,5,Federer R.,Hewitt L.,1.0,3.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,0,0.0,2.0,3.3,2.0,12.0,5.0,17.0,0
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Johansson T.,Luczak P.,31.0,152.0,7.0,6.0,4.0,6.0,6,3.0,4.0,6.0,6.0,0.0,3.0,2.0,Completed,1.1,6.5,0,0.0,121.0,5.4,5.0,21.0,18.0,39.0,1
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Baghdatis M.,Luzzi F.,155.0,214.0,6.0,1.0,3.0,6.0,6,1.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.36,3.0,0,0.0,59.0,1.64,5.0,18.0,16.0,34.0,1
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Zib T.,Wang Y.T.,101.0,185.0,7.0,6.0,6.0,2.0,6,4.0,,,,,3.0,0.0,Completed,1.36,2.87,0,0.0,84.0,1.51,3.0,13.0,8.0,21.0,0
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Phau B.,Costa A.,123.0,46.0,6.0,3.0,7.0,6.0,6,3.0,,,,,3.0,0.0,Completed,3.39,1.3,1,1.0,77.0,2.09,3.0,13.0,9.0,22.0,0
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Calleri A.,Mirnyi M.,66.0,44.0,6.0,4.0,5.0,7.0,6,4.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,2.37,1.53,1,1.0,22.0,0.8400000000000001,5.0,21.0,21.0,42.0,1
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ancic M.,Hernandez O.,29.0,82.0,6.0,3.0,6.0,2.0,6,1.0,,,,,3.0,0.0,Completed,1.06,8.0,0,0.0,53.0,6.94,3.0,12.0,5.0,17.0,0
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ljubicic I.,Horna L.,22.0,39.0,6.0,4.0,6.0,3.0,6,3.0,,,,,3.0,0.0,Completed,1.28,3.5,0,0.0,17.0,2.22,3.0,12.0,7.0,19.0,0
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Gaudio G.,Gimelstob J.,10.0,144.0,7.0,6.0,6.0,4.0,6,3.0,,,,,3.0,0.0,Completed,1.5,2.5,0,0.0,134.0,1.0,3.0,13.0,10.0,23.0,0
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Wessels P.,Lu Y.H.,91.0,84.0,6.0,3.0,6.0,4.0,6,4.0,,,,,3.0,0.0,Completed,1.83,1.83,1,0.5,7.0,0.0,3.0,12.0,7.0,19.0,0
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Tipsarevic J.,Bracciali D.,120.0,149.0,7.0,6.0,7.0,6.0,3,6.0,6.0,1.0,,,3.0,1.0,Completed,1.5,2.5,0,0.0,29.0,1.0,4.0,20.0,13.0,33.0,1
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Suzuki T.,Gambill J.M.,203.0,90.0,6.0,4.0,6.0,3.0,6,3.0,,,,,3.0,0.0,Completed,2.0,1.72,1,1.0,113.0,0.28,3.0,12.0,7.0,19.0,0
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Santoro F.,1.0,49.0,6.0,1.0,6.0,1.0,6,2.0,,,,,3.0,0.0,Completed,1.01,15.0,0,0.0,48.0,13.99,3.0,12.0,2.0,14.0,0
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Srichaphan P.,Starace P.,28.0,69.0,1.0,6.0,6.0,2.0,7,5.0,6.0,4.0,,,3.0,1.0,Completed,1.19,4.0,0,0.0,41.0,2.81,4.0,13.0,12.0,25.0,1
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Monaco J.,37.0,81.0,2.0,6.0,6.0,0.0,6,4.0,4.0,6.0,9.0,7.0,3.0,2.0,Completed,1.14,5.0,0,0.0,44.0,3.86,5.0,21.0,19.0,40.0,1
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ulihrach B.,Karlovic I.,95.0,60.0,6.0,3.0,6.0,7.0,7,5.0,6.0,2.0,,,3.0,1.0,Completed,2.62,1.44,1,1.0,35.0,1.1800000000000002,4.0,18.0,12.0,30.0,1
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Agassi A.,Kindlmann D.,8.0,173.0,6.0,4.0,6.0,3.0,6,0.0,,,,,3.0,0.0,Completed,1.02,11.0,0,0.0,165.0,9.98,3.0,12.0,7.0,19.0,0
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Johansson J.,Schalken S.,11.0,61.0,7.0,6.0,6.0,2.0,6,3.0,,,,,3.0,0.0,Completed,1.14,5.0,0,0.0,50.0,3.86,3.0,13.0,8.0,21.0,0
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Sargsian S.,Sanchez D.,79.0,74.0,7.0,6.0,4.0,6.0,1,6.0,6.0,4.0,6.0,2.0,3.0,2.0,Completed,1.3,3.39,1,0.0,5.0,2.09,5.0,23.0,18.0,41.0,1
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Patience O.,40.0,117.0,7.0,6.0,6.0,3.0,6,2.0,,,,,3.0,0.0,Completed,1.61,2.2,0,0.0,77.0,0.5900000000000001,3.0,13.0,9.0,22.0,0
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Dent T.,Serra F.,30.0,204.0,7.0,5.0,6.0,2.0,6,4.0,,,,,3.0,0.0,Completed,1.1,6.5,0,0.0,174.0,5.4,3.0,13.0,7.0,20.0,0
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Tabara M.,Enqvist T.,83.0,67.0,3.0,6.0,6.0,2.0,6,3.0,6.0,3.0,,,3.0,1.0,Completed,2.75,1.39,1,1.0,16.0,1.36,4.0,15.0,11.0,26.0,1
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Ginepri R.,219.0,57.0,1.0,6.0,6.0,3.0,6,4.0,7.0,6.0,,,3.0,1.0,Completed,2.25,1.57,1,1.0,162.0,0.6799999999999999,4.0,14.0,15.0,29.0,1
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Kim K.,Lee H.T.,86.0,58.0,3.0,6.0,6.0,4.0,6,3.0,3.0,6.0,6.0,1.0,3.0,2.0,Completed,2.75,1.39,1,1.0,28.0,1.36,5.0,18.0,17.0,35.0,1
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Garcia-Lopez G.,Moya C.,106.0,5.0,7.0,5.0,6.0,3.0,3,6.0,6.0,3.0,,,3.0,1.0,Completed,6.5,1.1,1,1.0,101.0,5.4,4.0,19.0,11.0,30.0,1
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Baccanello P.,23.0,310.0,7.0,5.0,7.0,5.0,6,2.0,,,,,3.0,0.0,Completed,1.1,6.5,0,0.0,287.0,5.4,3.0,14.0,10.0,24.0,0
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Beck K.,Reid T.,42.0,175.0,6.0,2.0,6.0,2.0,6,1.0,,,,,3.0,0.0,Completed,1.36,3.0,0,0.0,133.0,1.64,3.0,12.0,4.0,16.0,0
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Rochus O.,Kiefer N.,53.0,21.0,7.0,5.0,2.0,6.0,3,6.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,2.0,1.72,1,1.0,32.0,0.28,5.0,21.0,16.0,37.0,1
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Sanguinetti D.,87.0,114.0,3.0,6.0,6.0,4.0,6,3.0,6.0,2.0,,,3.0,1.0,Completed,1.5,2.5,0,0.0,27.0,1.0,4.0,15.0,12.0,27.0,1
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Malisse X.,17.0,47.0,6.0,3.0,6.0,2.0,6,3.0,,,,,3.0,0.0,Completed,1.36,2.87,0,0.0,30.0,1.51,3.0,12.0,5.0,17.0,0
6,Melbourne,Australian Open,2005-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Safin M.,Djokovic N.,4.0,188.0,6.0,0.0,6.0,2.0,6,1.0,,,,,3.0,0.0,Completed,1.07,7.5,0,0.0,184.0,6.43,3.0,12.0,2.0,14.0,0
6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Canas G.,Guccione C.,12.0,302.0,6.0,4.0,6.0,2.0,7,6.0,,,,,3.0,0.0,Completed,1.1,6.5,0,0.0,290.0,5.4,3.0,12.0,6.0,18.0,0
6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Chela J.I.,Arthurs W.,24.0,99.0,6.0,4.0,7.0,6.0,7,6.0,,,,,3.0,0.0,Completed,1.28,3.5,0,0.0,75.0,2.22,3.0,13.0,10.0,23.0,0
6,Melbourne,Australian Open,2005-01-18,Grand Slam,Outdoor,Hard,1st Round,5,Coria G.,Berdych T.,6.0,43.0,6.0,2.0,6.0,4.0,6,0.0,,,,,3.0,0.0,Completed,1.36,3.0,0,0.0,37.0,1.64,3.0,12.0,6.0,18.0,0
