ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,FavRank,FavOdd,GapRank,GapOdd,TotalSets,TotalWgames,TotalLgames,TotalGames,L2M
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Ancic M.,Federer R.,154.0,9.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,8.0,1.063,1,1.0,145.0,6.937,3.0,13.0,9.0,22.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Canas G.,Kohlmann M.,17.0,112.0,7.0,5.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.125,5.5,0,0.0,95.0,4.375,3.0,13.0,9.0,22.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Carraz G.,Mamiit C.,168.0,101.0,6.0,2.0,6.0,4.0,6.0,7.0,7.0,5.0,,,3.0,1.0,Completed,2.1,1.667,1,1.0,67.0,0.433,4.0,19.0,11.0,30.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Chang M.,Burgsmuller L.,99.0,113.0,6.0,3.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.533,2.375,0,0.0,14.0,0.8420000000000001,3.0,13.0,9.0,22.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Clement A.,Montanes A.,38.0,57.0,6.0,3.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,Completed,1.143,5.0,0,0.0,19.0,3.857,3.0,12.0,7.0,19.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Draper S.,Caratti C.,230.0,213.0,6.0,3.0,4.0,6.0,6.0,4.0,7.0,5.0,,,3.0,1.0,Completed,1.5,2.5,1,0.0,17.0,1.0,4.0,17.0,14.0,31.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Gambill J.M.,Massu N.,58.0,65.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.143,5.0,0,0.0,7.0,3.857,3.0,13.0,9.0,22.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Gaudio G.,Guzman J.P.,28.0,288.0,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.364,2.875,0,0.0,260.0,1.511,3.0,12.0,7.0,19.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Henman T.,Bachelot J.F,5.0,165.0,6.0,1.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.03,10.0,0,0.0,160.0,8.97,3.0,12.0,4.0,16.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Hewitt L.,Bjorkman J.,1.0,47.0,6.0,4.0,7.0,5.0,6.0,1.0,,,,,3.0,0.0,Completed,1.222,4.0,0,0.0,46.0,2.778,3.0,13.0,9.0,22.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Kafelnikov Y.,Hrbaty D.,6.0,53.0,6.0,1.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,1.167,4.5,0,0.0,47.0,3.333,3.0,13.0,7.0,20.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Knowle J.,Llodra M.,95.0,102.0,3.0,6.0,6.0,4.0,6.0,3.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,2.75,1.4,0,1.0,7.0,1.35,5.0,18.0,19.0,37.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Koubek S.,Bower J.,41.0,268.0,6.0,3.0,3.0,6.0,6.0,2.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.667,2.1,0,0.0,227.0,0.433,5.0,19.0,18.0,37.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Kratochvil M.,Davydenko N.,45.0,84.0,6.0,4.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.167,4.5,0,0.0,39.0,3.333,3.0,12.0,6.0,18.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Labadze I.,El Aynaoui Y.,86.0,18.0,4.0,6.0,7.0,6.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,2.75,1.4,1,1.0,68.0,1.35,4.0,18.0,18.0,36.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Lapentti N.,Delgado J.,27.0,157.0,6.0,3.0,6.0,2.0,6.0,7.0,4.0,6.0,7.0,5.0,3.0,2.0,Completed,1.444,2.625,0,0.0,130.0,1.181,5.0,23.0,16.0,39.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Lee H.T.,Stoliarov A.,97.0,96.0,6.0,3.0,6.0,2.0,4.0,6.0,4.0,6.0,6.0,2.0,3.0,2.0,Completed,1.615,2.2,1,0.0,1.0,0.5850000000000002,5.0,22.0,13.0,35.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Ljubicic I.,Delgado R.,36.0,94.0,6.0,2.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.286,3.5,0,0.0,58.0,2.214,3.0,12.0,6.0,18.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Lopez F.,Economidis K.,103.0,238.0,6.0,3.0,3.0,6.0,4.0,6.0,7.0,6.0,11.0,9.0,3.0,2.0,Completed,2.1,1.667,0,1.0,135.0,0.433,5.0,27.0,24.0,51.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Martin A.,Galvani S.,59.0,106.0,6.0,4.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.286,3.5,0,0.0,47.0,2.214,3.0,13.0,10.0,23.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Martin T.,Sanguinetti D.,40.0,48.0,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.25,3.75,0,0.0,8.0,2.5,3.0,12.0,7.0,19.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Mathieu P.H.,Clavet F.,75.0,78.0,6.0,4.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,2.2,1.615,0,1.0,3.0,0.5850000000000002,3.0,13.0,9.0,22.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Morrison J.,Okun N.,98.0,110.0,6.0,3.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.533,2.375,0,0.0,12.0,0.8420000000000001,3.0,13.0,9.0,22.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Nalbandian D.,Sanchez D.,32.0,62.0,6.0,4.0,6.0,3.0,4.0,6.0,7.0,5.0,,,3.0,1.0,Completed,1.444,2.625,0,0.0,30.0,1.181,4.0,19.0,12.0,31.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Nieminen J.,Mackin A.,42.0,355.0,7.0,6.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.222,4.0,0,0.0,313.0,2.778,3.0,13.0,9.0,22.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Rochus O.,Rochus C.,64.0,85.0,6.0,2.0,3.0,6.0,7.0,6.0,6.0,0.0,,,3.0,1.0,Completed,1.5,2.5,0,0.0,21.0,1.0,4.0,15.0,8.0,23.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Rosset M.,Acasuso J.,115.0,87.0,6.0,3.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,1.286,3.5,1,0.0,28.0,2.214,3.0,13.0,9.0,22.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Rusedski G.,Melzer J.,39.0,105.0,6.0,1.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.071,7.5,0,0.0,66.0,6.429,3.0,12.0,5.0,17.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Sa A.,Dupuis A.,90.0,92.0,6.0,3.0,4.0,6.0,6.0,4.0,5.0,7.0,6.0,3.0,3.0,2.0,Completed,2.375,1.533,0,1.0,2.0,0.8420000000000001,5.0,21.0,19.0,40.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Safin M.,Pioline C.,2.0,93.0,7.0,6.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.167,4.5,0,0.0,91.0,3.333,3.0,13.0,8.0,21.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Santoro F.,Calleri A.,37.0,56.0,2.0,6.0,7.0,6.0,6.0,4.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.167,4.5,0,0.0,19.0,3.333,5.0,19.0,21.0,40.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Saretta F.,Johansson T.,71.0,11.0,6.0,7.0,6.0,4.0,7.0,6.0,3.0,6.0,12.0,10.0,3.0,2.0,Completed,8.0,1.063,1,1.0,60.0,6.937,5.0,27.0,27.0,54.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Sargsian S.,Vicente F.,73.0,55.0,4.0,6.0,7.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.333,3.25,1,0.0,18.0,1.917,4.0,17.0,14.0,31.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Schalken S.,Pless K.,23.0,82.0,6.0,3.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,1.167,4.5,0,0.0,59.0,3.333,3.0,12.0,6.0,18.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Schuettler R.,Arazi H.,24.0,46.0,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.667,2.1,0,0.0,22.0,0.433,3.0,13.0,10.0,23.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Sluiter R.,Robredo T.,76.0,31.0,6.0,1.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,2.375,1.533,1,1.0,45.0,0.8420000000000001,3.0,12.0,5.0,17.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Stepanek R.,Saulnier C.,147.0,156.0,7.0,5.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,1.909,1.8,0,1.0,9.0,0.1089999999999999,3.0,13.0,7.0,20.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Voinea A.,Coutelot N.,63.0,91.0,7.0,6.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.5,2.5,0,0.0,28.0,1.0,3.0,13.0,7.0,20.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Waske A.,Gaudenzi A.,158.0,70.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,1.0,,,3.0,1.0,Completed,1.615,2.2,1,0.0,88.0,0.5850000000000002,4.0,20.0,13.0,33.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Arthurs W.,Novak J.,89.0,12.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.533,2.375,1,0.0,77.0,0.8420000000000001,3.0,13.0,9.0,22.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Bastl G.,Sampras P.,145.0,13.0,6.0,3.0,6.0,2.0,4.0,6.0,3.0,6.0,6.0,4.0,3.0,2.0,Completed,8.0,1.063,1,1.0,132.0,6.937,5.0,21.0,15.0,36.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Clement A.,Martin T.,38.0,40.0,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,3.0,1.364,0,1.0,2.0,1.636,3.0,12.0,7.0,19.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Dent T.,Gambill J.M.,109.0,58.0,6.0,4.0,7.0,5.0,7.0,6.0,,,,,3.0,0.0,Completed,2.5,1.5,1,1.0,51.0,1.0,3.0,13.0,9.0,22.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Escude N.,Rosset M.,33.0,115.0,6.0,2.0,5.0,7.0,7.0,5.0,6.0,4.0,,,3.0,1.0,Completed,1.4,2.75,0,0.0,82.0,1.35,4.0,17.0,13.0,30.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Ferreira W.,Ljubicic I.,51.0,36.0,6.0,4.0,6.0,4.0,3.0,6.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.533,2.375,1,0.0,15.0,0.8420000000000001,5.0,22.0,17.0,39.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Henman T.,Draper S.,5.0,230.0,3.0,6.0,6.0,3.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,1.05,8.5,0,0.0,225.0,7.45,4.0,15.0,12.0,27.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Hewitt L.,Carraz G.,1.0,168.0,6.0,4.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.04,9.0,0,0.0,167.0,7.96,3.0,13.0,10.0,23.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Kafelnikov Y.,Thomann N.,6.0,237.0,7.0,6.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.1,6.5,0,0.0,231.0,5.4,3.0,13.0,8.0,21.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Kiefer N.,Gonzalez F.,54.0,43.0,7.0,5.0,6.0,3.0,6.0,0.0,,,,,3.0,0.0,Completed,1.4,2.75,1,0.0,11.0,1.35,3.0,13.0,8.0,21.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Knowle J.,Nieminen J.,95.0,42.0,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,2.5,1.5,1,1.0,53.0,1.0,3.0,12.0,7.0,19.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Krajicek R.,Blake J.,1093.0,34.0,6.0,3.0,6.0,4.0,3.0,6.0,4.0,6.0,11.0,9.0,3.0,2.0,Completed,1.667,2.1,1,0.0,1059.0,0.433,5.0,27.0,22.0,49.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Kratochvil M.,Labadze I.,45.0,86.0,3.0,6.0,6.0,0.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.333,3.25,0,0.0,41.0,1.917,4.0,16.0,12.0,28.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Lapentti N.,Cowan B.,27.0,251.0,4.0,6.0,6.0,4.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.533,2.375,0,0.0,224.0,0.8420000000000001,4.0,16.0,12.0,28.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Lopez F.,Canas G.,103.0,17.0,4.0,6.0,2.0,6.0,7.0,6.0,7.0,5.0,10.0,8.0,3.0,2.0,Completed,7.5,1.071,1,1.0,86.0,6.429,5.0,23.0,25.0,48.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Malisse X.,Spadea V.,35.0,72.0,7.0,5.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.364,3.0,0,0.0,37.0,1.636,3.0,13.0,7.0,20.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Morrison J.,Ferrero J.C.,98.0,8.0,6.0,3.0,7.0,5.0,7.0,6.0,,,,,3.0,0.0,Completed,2.625,1.444,1,1.0,90.0,1.181,3.0,13.0,8.0,21.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Nalbandian D.,Mathieu P.H.,32.0,75.0,7.0,6.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.727,2.0,0,0.0,43.0,0.2729999999999999,3.0,14.0,12.0,26.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Pavel A.,Beck K.,21.0,210.0,3.0,6.0,6.0,1.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.167,4.5,0,0.0,189.0,3.333,4.0,15.0,11.0,26.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Philippoussis M.,Enqvist T.,104.0,26.0,7.0,5.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.533,2.375,1,0.0,78.0,0.8420000000000001,3.0,13.0,8.0,21.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Rochus O.,Safin M.,64.0,2.0,6.0,2.0,6.0,4.0,3.0,6.0,7.0,6.0,,,3.0,1.0,Completed,7.0,1.083,1,1.0,62.0,5.917,4.0,19.0,12.0,31.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Roddick A.,Martin A.,14.0,59.0,6.0,1.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.04,9.0,0,0.0,45.0,7.96,3.0,12.0,3.0,15.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Rusedski G.,Lee H.T.,39.0,97.0,6.0,1.0,6.0,4.0,5.0,7.0,6.0,2.0,,,3.0,1.0,Completed,1.1,6.5,0,0.0,58.0,5.4,4.0,18.0,7.0,25.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Sa A.,Koubek S.,90.0,41.0,3.0,6.0,7.0,6.0,7.0,5.0,6.0,3.0,,,3.0,1.0,Completed,2.25,1.571,1,1.0,49.0,0.679,4.0,16.0,15.0,31.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Saretta F.,Waske A.,71.0,158.0,6.0,7.0,6.0,4.0,6.0,4.0,7.0,5.0,,,3.0,1.0,Completed,1.571,2.25,0,0.0,87.0,0.679,4.0,19.0,16.0,35.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Schalken S.,Chang M.,23.0,99.0,7.0,6.0,6.0,3.0,4.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.167,4.5,0,0.0,76.0,3.333,4.0,19.0,10.0,29.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Schuettler R.,Sargsian S.,24.0,73.0,6.0,3.0,6.0,0.0,6.0,1.0,,,,,3.0,0.0,Completed,1.5,2.5,0,0.0,49.0,1.0,3.0,12.0,3.0,15.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Srichaphan P.,Agassi A.,67.0,4.0,6.0,4.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,9.0,1.04,1,1.0,63.0,7.96,3.0,13.0,10.0,23.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Stepanek R.,Sluiter R.,147.0,76.0,6.0,3.0,6.0,7.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,2.75,1.4,1,1.0,71.0,1.35,4.0,18.0,13.0,31.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Vacek J.,Ancic M.,80.0,154.0,6.0,4.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,2.75,1.4,0,1.0,74.0,1.35,3.0,12.0,8.0,20.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Voinea A.,Santoro F.,63.0,37.0,6.0,2.0,6.0,4.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,2.75,1.4,1,1.0,26.0,1.35,4.0,18.0,9.0,27.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,2nd Round,5,Youzhny M.,Gaudio G.,61.0,28.0,6.0,0.0,1.0,6.0,7.0,6.0,5.0,7.0,6.0,4.0,3.0,2.0,Completed,1.364,3.0,1,0.0,33.0,1.636,5.0,18.0,17.0,35.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Arthurs W.,Dent T.,89.0,109.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,,,3.0,1.0,Completed,1.667,2.1,0,0.0,20.0,0.433,4.0,21.0,18.0,39.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Clement A.,Rochus O.,38.0,64.0,6.0,0.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.4,2.75,0,0.0,26.0,1.35,3.0,13.0,5.0,18.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Henman T.,Ferreira W.,5.0,51.0,7.0,6.0,3.0,6.0,7.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.25,3.75,0,0.0,46.0,2.5,4.0,16.0,13.0,29.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Hewitt L.,Knowle J.,1.0,95.0,6.0,2.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.04,9.0,0,0.0,94.0,7.96,3.0,12.0,3.0,15.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Krajicek R.,Srichaphan P.,1093.0,67.0,7.0,6.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.5,2.5,1,0.0,1026.0,1.0,3.0,13.0,10.0,23.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Kratochvil M.,Stepanek R.,45.0,147.0,6.0,2.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.571,2.25,0,0.0,102.0,0.679,3.0,12.0,5.0,17.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Lapentti N.,Pavel A.,27.0,21.0,3.0,6.0,3.0,6.0,7.0,6.0,6.0,4.0,6.0,2.0,3.0,2.0,Completed,2.375,1.533,1,1.0,6.0,0.8420000000000001,5.0,18.0,18.0,36.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Lopez F.,Schuettler R.,103.0,24.0,3.0,6.0,7.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,3.75,1.25,1,1.0,79.0,2.5,4.0,16.0,16.0,32.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Malisse X.,Kafelnikov Y.,35.0,6.0,7.0,6.0,7.0,5.0,6.0,1.0,,,,,3.0,0.0,Completed,2.25,1.571,1,1.0,29.0,0.679,3.0,14.0,11.0,25.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Nalbandian D.,Bastl G.,32.0,145.0,6.0,2.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.5,2.5,0,0.0,113.0,1.0,3.0,12.0,4.0,16.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Philippoussis M.,Kiefer N.,104.0,54.0,3.0,6.0,6.0,3.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,1.4,2.75,1,0.0,50.0,1.35,4.0,15.0,11.0,26.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Rusedski G.,Roddick A.,39.0,14.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,2.1,1.667,1,1.0,25.0,0.433,3.0,12.0,7.0,19.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Sa A.,Saretta F.,90.0,71.0,2.0,6.0,6.0,4.0,6.0,3.0,1.0,6.0,6.0,1.0,3.0,2.0,Completed,2.25,1.571,1,1.0,19.0,0.679,5.0,15.0,17.0,32.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Schalken S.,Morrison J.,23.0,98.0,6.0,4.0,7.0,6.0,6.0,0.0,,,,,3.0,0.0,Completed,1.25,3.75,0,0.0,75.0,2.5,3.0,13.0,10.0,23.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Vacek J.,Voinea A.,80.0,63.0,6.0,1.0,4.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,2.0,1.727,1,1.0,17.0,0.2729999999999999,4.0,16.0,11.0,27.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,3rd Round,5,Youzhny M.,Escude N.,61.0,33.0,6.0,2.0,1.0,6.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,2.625,1.444,1,1.0,28.0,1.181,4.0,13.0,11.0,24.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,4th Round,5,Henman T.,Kratochvil M.,5.0,45.0,7.0,6.0,6.0,7.0,4.0,6.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,1.125,5.5,0,0.0,40.0,4.375,5.0,25.0,18.0,43.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,4th Round,5,Hewitt L.,Youzhny M.,1.0,61.0,6.0,3.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,1.111,6.0,0,0.0,60.0,4.889,3.0,12.0,6.0,18.0,0
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,4th Round,5,Krajicek R.,Philippoussis M.,1093.0,104.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,2.375,1.533,1,1.0,989.0,0.8420000000000001,5.0,26.0,23.0,49.0,1
36,London,Wimbledon,2002-06-24,Grand Slam,Outdoor,Grass,4th Round,5,Lapentti N.,Clement A.,27.0,38.0,3.0,6.0,7.0,5.0,2.0,6.0,7.0,5.0,6.0,3.0,3.0,2.0,Completed,3.0,1.364,0,1.0,11.0,1.636,5.0,23.0,19.0,42.0,1
