target,voting,adaboost,bagging,linearreg,decisiontree,randomforest,gradientboosting,sgd,voting_2
24.0,20.80385538736979,19.995550351288056,20.032244443893433,20.011566162109375,23.0,20.149333333333335,19.906352259954115,19.946598285952213,21.091384687794164
16.0,20.258048502604165,19.80455755156354,19.411656379699707,19.3741455078125,22.0,19.57,19.604886982567873,19.44715184528655,20.948740310077522
17.0,21.06812744140625,19.5797233622131,19.816957902908324,19.80438232421875,23.0,20.72,19.608307154195867,19.69664112866011,20.96204292865021
19.0,18.754296874999998,19.5797233622131,18.540877437591554,18.462890625,18.0,18.12,19.13137050237903,18.466241776747104,18.523482629508507
19.0,27.285375976562502,31.436110014475588,26.71831111907959,26.6561279296875,31.0,30.98,27.28023570732784,26.35183557693304,30.873685710584272
19.0,17.678350830078127,18.8148782996229,18.959762191772462,18.835052490234375,16.0,19.05,18.622716064769083,18.656636082395483,18.229182992913714
23.0,18.994327799479166,19.995550351288056,20.0912456035614,20.1829833984375,19.0,19.94,20.124622029583865,20.117013310163202,19.601829132238606
27.0,31.296846516927086,31.436110014475588,28.471492528915405,28.49053955078125,32.0,29.5775,30.13950038751437,28.16240319302948,31.41035237725094
19.0,20.514215087890623,19.995550351288056,20.757560968399048,20.742645263671875,22.0,21.02,20.198493958591666,20.647807990575473,21.000162465571943
20.0,18.871722412109374,19.5797233622131,18.99958553314209,19.015167236328125,20.0,18.73,19.336828298667882,18.98095130875584,19.48454292865021
19.0,19.03985595703125,19.995550351288056,19.138304042816163,19.11956787109375,20.0,19.11,19.49773776274663,18.97991372580265,19.69082913223861
19.0,17.441434733072917,19.9404056816395,19.68961133956909,19.72430419921875,16.0,17.66,19.720365902484623,19.43522773865515,17.526829132238607
23.0,19.067093912760416,20.018298383865368,20.037857007980346,20.00128173828125,18.0,20.09,20.408448174096836,20.04161666663227,19.093495798905277
17.0,18.11903076171875,19.983534577387488,18.86759662628174,18.95709228515625,17.0,18.57,19.72157517472119,18.92792378484399,18.503495798905274
19.0,17.284914143880208,19.189873417721518,16.476411247253417,16.454742431640625,16.0,16.95,18.742637080598918,16.682716720644525,17.526566630939623
19.0,19.24677734375,19.995550351288056,20.364170408248903,20.34033203125,19.0,19.74,20.030717257619553,20.162926816241978,19.736829132238608
19.0,23.031522623697914,31.436110014475588,26.5463716506958,26.49456787109375,15.0,21.746,27.528358819644993,26.182083094024215,22.817019043917607
22.0,21.246464029947916,19.995550351288056,19.895459270477296,19.93939208984375,24.0,19.43,19.899592935685916,19.8964800929669,21.420162465571945
21.0,21.65473225911458,19.995550351288056,20.357328510284425,20.36419677734375,23.0,21.5,20.152758087161427,20.276988300485193,21.40682913223861
41.0,25.741290283203124,29.163562934709446,27.527608728408815,27.623870849609375,27.0,26.6,28.590327889686176,27.176596015854148,25.114359941336684
19.0,19.455257161458334,19.41376701966717,19.15623288154602,19.165771484375,19.0,19.095,19.126674709403897,19.053984125911253,19.559038185064065
20.0,24.991805013020834,27.188174807197942,24.15958046913147,24.1754150390625,26.0,22.35,22.162510320958223,23.82315863807596,25.10070078377132
22.0,19.9421875,19.5797233622131,19.2753755569458,19.2265625,18.0,18.16,19.54128674342148,19.109674955457685,19.59204292865021
26.0,19.98965861002604,19.995550351288056,20.21426854133606,20.168975830078125,19.5,20.406666666666666,20.039114624020264,20.199889765465088,20.838495798905274
15.0,19.572041829427082,19.995550351288056,19.799658060073853,19.71612548828125,19.0,20.1,19.76022561456154,19.57940564174256,19.65516246557194
18.0,21.21145222981771,19.995550351288056,20.372664976119996,20.434356689453125,26.0,22.83,20.163479621685703,20.37732263475975,21.473495798905276
20.0,19.31590372721354,18.8148782996229,17.86227993965149,17.747711181640625,18.0,17.61,18.387977900372274,17.81436176433727,19.799182992913714
18.0,21.92516276041667,19.995550351288056,19.484688663482665,19.37548828125,26.0,20.94,19.61998342828843,19.264117665350177,22.383495798905273
17.0,19.149296061197916,19.995550351288056,19.673794794082642,19.64788818359375,19.0,20.02,19.76808886339279,19.589327668395967,19.35016246557194
30.0,25.755281575520836,27.188174807197942,25.842535543441773,25.8658447265625,23.0,24.59,24.07609780201068,25.365060841263944,25.04736745043799
26.0,24.549652099609375,27.188174807197942,26.672498416900634,26.648956298828125,18.0,30.31,24.487784253885824,26.263720080930057,25.704034117104655
20.0,19.70274658203125,19.5797233622131,19.464233732223512,19.50823974609375,20.0,19.843333333333334,19.35687404005414,19.45967949352965,19.722042928650207
16.0,19.83412068684896,19.9404056816395,19.68135051727295,19.702362060546875,21.0,19.82,19.435022569760022,19.62810183149236,20.181829132238608
18.0,21.980627441406252,28.721412374473598,25.849266719818115,25.74188232421875,17.0,24.7,23.686532241260867,25.600205988730515,22.38816831683168
22.0,17.42821044921875,19.5797233622131,18.74923062324524,18.68463134765625,16.0,16.53,19.051705166343186,18.68571075393891,17.438709595316876
35.0,29.541330973307293,31.436110014475588,27.578529500961302,27.623992919921875,36.0,36.57,28.46588720117621,27.08888448505144,33.84054888221555
18.0,18.755682373046877,19.5797233622131,18.796086025238036,19.067047119140625,19.0,19.22,19.293784482462495,19.143913390204656,19.3709318175391
25.0,19.616084798177084,19.995550351288056,19.645245456695555,19.64825439453125,20.0,19.91,19.866931532418903,19.355265266662595,20.12682913223861
46.0,24.710764567057293,31.436110014475588,28.128960847854614,28.132293701171875,20.0,25.6,28.57691303724757,27.785017414139073,25.437019043917605
22.0,19.781689453125,19.995550351288056,19.946334648132325,19.945068359375,21.0,19.4455,19.893714196136877,19.844777521071194,20.24766246557194
21.0,18.54693603515625,19.983534577387488,19.67866449356079,19.64080810546875,16.0,19.37,20.396144054600423,19.80348307227238,18.523495798905273
21.0,19.601625569661458,19.571497975708503,18.36350016593933,18.404876708984375,19.0,19.51,19.238071173974316,18.274489381326724,20.365406976744186
20.0,29.84282023111979,30.55323590814196,27.245652437210083,27.328460693359375,34.0,31.974666666666668,28.360450088294577,26.944137470076196,31.697693274670016
20.0,16.99217325846354,19.995550351288056,19.878762435913085,19.776519775390625,16.0,18.21,19.764425548697034,19.58948849293996,16.843495798905277
19.0,20.06611531575521,28.721412374473598,22.468119859695435,22.398345947265625,19.0,21.41,19.686765964317345,22.455890549570313,22.728168316831685
23.0,26.464331054687502,30.55323590814196,27.11071095466614,27.1929931640625,23.0,25.48,27.81172324902371,26.838158280139925,25.78769327467002
18.0,20.294759114583332,19.9404056816395,19.83769326210022,19.88427734375,23.0,19.58,19.594979703431257,19.696124838024776,20.750162465571943
19.0,19.986692301432292,19.995550351288056,20.269133377075196,20.360076904296875,20.0,19.673333333333332,20.00376501881992,20.245381153753762,19.486829132238608
17.0,19.092801920572917,19.5797233622131,19.80268440246582,19.67840576171875,17.0,19.639,19.602594642470994,19.574826934708103,18.699661976269258
33.0,25.813448079427086,31.436110014475588,28.02158741950989,28.04034423828125,15.0,32.89,29.193938997996735,27.74212851873209,26.364519043917607
19.0,19.87309366861979,19.9404056816395,19.442708206176757,19.419281005859375,21.0,20.47,19.594979703431257,19.381126871772338,20.203495798905276
21.0,20.224251302083335,19.995550351288056,21.029374217987062,21.07275390625,20.0,20.0,19.98685484587316,20.842664316354213,20.246829132238606
22.0,21.561273193359373,19.9404056816395,19.914853668212892,19.883819580078125,23.0,21.3,19.78747924027022,19.913827854914864,21.563495798905276
19.0,18.97940470377604,20.018298383865368,19.990511894226074,20.138214111328125,19.0,18.053333333333335,19.997182345265312,20.045515563489687,18.880995798905275
19.0,20.40325927734375,27.188174807197942,22.188537645339967,22.20977783203125,17.0,17.62,20.137222318133013,22.047221918478158,20.317367450437988
20.0,20.43897908528646,19.41376701966717,19.63475923538208,19.516937255859375,22.0,18.95,19.259672977998605,19.392880614286682,19.933482629508507
16.0,18.402032470703123,19.46119733924612,19.40745840072632,19.406097412109375,16.0,19.64,19.22363851828281,19.277880367057815,18.68323329760629
19.0,18.991628011067707,19.383639686122756,18.0353063583374,17.974884033203125,20.0,18.57,18.71511569860827,18.080390849964555,19.42145603618886
24.0,20.652807617187502,19.995550351288056,19.725950002670288,19.7584228515625,23.0,19.45,19.9433609864134,19.917364115260455,20.616829132238607
39.0,24.251385498046876,31.406384120171673,26.392556571960448,26.354156494140625,23.0,25.09,26.694708746096282,26.08922109766917,27.21035237725094
26.0,27.362253824869793,27.044574630667345,27.070068311691283,27.086761474609375,30.0,25.26,26.589793571490308,26.900313469434924,27.681501650165018
17.0,21.85218098958333,19.383639686122756,19.929796171188354,19.95654296875,26.0,20.68,19.7172842815362,19.957996763362132,22.104789369522194
18.0,22.132584635416666,19.995550351288056,20.24134135246277,20.19775390625,26.0,21.84666666666667,20.039114624020264,20.23202717600143,22.683495798905273
22.0,21.13511759440104,19.995550351288056,20.27675518989563,20.205352783203125,22.0,20.4,19.873253777838972,20.109539910557686,20.896829132238608
16.0,22.639678955078125,31.406384120171673,25.973196601867677,25.919036865234375,18.0,23.91,25.95067562016955,25.707424824868404,24.233685710584272
19.0,17.255558268229166,19.80455755156354,18.80578966140747,18.9666748046875,15.0,19.66,19.586730389841147,18.89263934902899,18.398740310077518
22.0,18.432120768229165,19.5797233622131,19.984395360946657,19.8963623046875,17.0,20.57,19.455726903984125,19.787539300403257,18.918709595316873
47.0,26.876165771484377,30.55323590814196,27.345242547988892,27.428497314453125,26.0,24.4575,28.39091810724942,27.05002756976784,26.40380438578113
21.0,18.207279459635416,19.995550351288056,20.90569109916687,20.82183837890625,15.0,18.61,20.121687542506834,20.448178065716352,17.93682913223861
15.0,19.91114501953125,19.5797233622131,20.305786657333375,20.33343505859375,21.0,20.433333333333334,20.003359606478263,20.300406154073006,19.55515403976132
14.0,21.16355997721354,28.721412374473598,23.343031930923463,23.290679931640625,15.0,23.38,22.041267002687523,23.138830480382563,21.47483498349835
22.0,19.144128417968748,19.983534577387488,20.605977010726928,20.63238525390625,17.0,18.56,20.396144054600423,20.605672967598125,18.693495798905275
22.0,20.505232747395834,19.995550351288056,19.706130743026733,19.7156982421875,21.0,19.83,19.984424607315265,19.553019042319093,20.09905135446083
21.0,20.665657552083335,19.571497975708503,18.380625677108764,18.39697265625,22.0,20.35,19.11388880441644,18.316743424411,21.156566630939622
27.0,31.987898763020834,29.94814302647175,27.069296169281007,27.1636962890625,39.0,35.68,27.33412374311962,26.791631438987867,34.487693274670015
37.0,30.742679850260416,31.406384120171673,26.466058683395385,26.42803955078125,36.0,28.03,27.116420512337346,26.16704084525443,31.98146348836205
15.0,25.11309814453125,36.340358780468186,27.30910930633545,27.33929443359375,23.0,27.858333333333334,28.236009399784606,26.830945931200915,27.866741266139826
16.0,19.662343343098957,19.5797233622131,19.918753957748415,19.987030029296875,18.0,20.41,19.500275746428628,19.725974128677443,19.235376261983543
17.0,20.97608642578125,31.436110014475588,26.586478614807127,26.52825927734375,14.0,31.13,27.80241861043312,26.227611790932624,25.268685710584275
23.0,18.9406005859375,20.018298383865368,21.21105513572693,21.2218017578125,18.0,20.12,20.395734794307593,20.99143874236188,19.25794024334972
21.0,21.812815348307293,19.995550351288056,20.46062216758728,20.438446044921875,22.0,20.49,20.166333961037587,20.302077737435027,20.853495798905275
17.0,19.935632324218748,19.995550351288056,20.073410272598267,20.00689697265625,19.0,20.11,19.98708706514994,19.913117805047634,19.67016246557194
21.0,21.34319254557292,19.995550351288056,20.67863311767578,20.62957763671875,19.0,21.16,20.00772391329664,20.518666576955376,20.08016246557194
17.0,20.129915364583333,20.018298383865368,20.06875491142273,19.98974609375,21.0,20.61,20.201111834326873,20.09814799256566,20.46016246557194
20.0,21.233319091796876,19.995550351288056,20.323902559280395,20.299957275390625,22.0,20.51,20.071859482743612,20.117055727213696,20.843495798905277
15.0,18.10263875325521,19.5797233622131,18.717491960525514,18.707916259765625,16.0,18.71,18.881320656707658,18.63359788857295,17.95537626198354
33.0,24.114959716796875,31.436110014475588,27.344912242889404,27.344879150390625,18.0,25.42,27.122445466830847,27.10984855982871,25.70368571058427
19.0,18.630841064453126,19.995550351288056,20.03202428817749,19.992523193359375,17.5,18.111,19.67591645607778,19.99768726414508,18.45916246557194
17.0,19.23007609049479,19.995550351288056,19.846629047393797,19.890228271484375,23.0,19.515,19.995911474762725,19.854760101675758,19.30016246557194
37.0,32.18008829752604,31.436110014475588,27.736952352523804,27.740264892578125,46.0,26.8325,28.258379647371402,27.453011342132804,31.830352377250936
26.0,18.600020345052084,19.995550351288056,20.002767419815065,20.00006103515625,16.0,19.8375,20.002762794188744,19.875116702141263,18.553495798905274
18.0,24.6407470703125,28.721412374473598,26.92262644767761,26.9222412109375,17.0,21.13,25.628970926872277,26.681155510331532,23.613723872387236
15.0,19.482088216145833,19.983534577387488,19.95677442550659,20.0462646484375,18.0,20.53,19.88832181060226,19.942003062345474,19.713495798905274
22.0,19.277189127604167,19.995550351288056,20.163472366333007,20.2315673828125,19.0,18.96,20.069197024908938,20.066284597963943,19.31016246557194
17.0,21.394128417968748,19.5797233622131,20.487026500701905,20.38238525390625,23.0,20.02,19.74109705051867,20.154441661655735,20.92537626198354
27.0,27.509029134114584,31.436110014475588,28.307203340530396,28.32708740234375,27.0,35.41,29.841441858335788,27.984401923228287,28.660352377250934
35.0,24.54016927083333,30.55323590814196,27.985263919830324,28.0205078125,22.0,23.82333333333333,28.221372867679484,27.670907847418892,25.327693274670015
22.0,19.95840861002604,19.995550351288056,20.113807487487794,20.075225830078125,21.0,21.62,19.962988619970226,19.98667725431087,20.803495798905274
17.0,21.049468994140625,19.995550351288056,20.2323655128479,20.148406982421875,23.0,21.54,20.0850294495121,20.14913936859049,22.026829132238607
